category,category_name,vendor_number,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail
1031000,American Vodka,195,38056,Swell Vodka,12,750,6.0,9.0
1011600,Straight Rye Whiskies,136,27094,High West Rendezvous Rye,6,750,35.08,52.62
1011600,Straight Rye Whiskies,154,927135,Caribbean Cask Rye Whiskey,6,750,3.75,5.63
1031000,American Vodka,163,37204,Outerspace,6,750,15.0,22.5
1901100,Delisted Items,239,35427,Russian Standard Platinum Vodka,12,750,12.5,18.75
1092100,Imported Distilled Spirit Specialty,334,49982,Ella Plum,6,750,21.0,31.5
1022300,Mezcal,313,88089,Mayalen Mezcal Machetazo,6,750,23.32,34.98
1091100,American Distilled Spirit Specialty,481,77309,Sugarlands Shine Peanut Butter & Jelly Moonshine,6,750,13.0,19.5
1032230,IMPORTED VODKA - CHERRY,267,935632,Sobieski Orange,12,1000,7.05,10.58
1901200,Special Order Items,267,935632,Sobieski Orange,12,1000,7.05,10.58
1901200,Special Order Items,285,902217,Bartenders Strawberry Tequila,12,1000,5.25,7.88
1901200,Special Order Items,285,903269,Bartender's Bananas Over You,12,1000,5.28,7.92
1070000,Cocktails / RTD,112,63812,TGIFridays Ultimate Mudslide,6,1750,7.52,11.28
1901200,Special Order Items,130,904953,Disaronno Amaretto Mini,6,1000,19.0,28.5
1092100,Imported Distilled Spirit Specialty,261,64342,Badel Prima Brand,6,1000,13.0,19.5
1901200,Special Order Items,338,904639,Tosolini Cividina Grappa,6,1000,17.83,26.75
1062100,Gold Rum,978,943533,Plantation Rum Old Fashioned Traditional Dark Overproof,6,1000,17.5,26.25
1092100,Imported Distilled Spirit Specialty,261,64343,Badel Lavov,6,1000,13.0,19.5
1701100,DECANTERS & SPECIALTY PACKAGES,130,249,Disaronno Amaretto Cavalli Mignon 3-50ml Pack,20,150,6.4,9.6
1701100,DECANTERS & SPECIALTY PACKAGES,971,65534,Lucid Absinthe Liqueur w/Glass,12,375,16.25,24.38
1081015,IMPORTED AMARETTO,130,64135,Disaronno Amaretto,12,375,4.5,8.25
1041150,FLAVORED GINS,110,32650,Uncle Val's,6,750,22.09,33.14
1701100,DECANTERS & SPECIALTY PACKAGES,384,4131,Midnight Moon Apple Pie w/Pourer & 2 Shot Glasses,6,750,11.0,16.5
1501100,HIGH PROOF BEER - AMERICAN,80,903903,Sam Adams Utopias HA,1,750,95.17,142.76
1012300,IRISH WHISKIES,497,5809,Pigs Nose,6,750,15.17,22.76
,,290,900199,HA Seven Devils,12,750,16.79,25.19
1011500,STRAIGHT RYE WHISKIES,121,27065,Lock Stock & Barrel,3,750,61.0,91.5
1011600,CORN WHISKIES,287,986724,Michter's US*1 Barrel Strength Rye HA,3,750,37.67,56.51
1012300,IRISH WHISKIES,357,15617,Irishman Founders Reserve,6,750,16.67,25.01
1701100,Temporary & Specialty Packages,285,80421,Pennsylvania Dutch Pumpkin Cream,12,750,5.04,7.56
,,100,27850,Lawless,12,750,16.67,25.01
1701100,DECANTERS & SPECIALTY PACKAGES,130,42462,Disaronno Amaretto w/Sour Mix,12,750,13.86,20.79
1081700,DISTILLED SPIRITS SPECIALTY,384,76033,Midnight Moon Peach,6,750,11.5,17.25
1701100,Temporary & Specialty Packages,208,100544,Climax Wood-FIred Whiskey w/2 Glasses,6,750,16.0,24.0
1042100,Imported Dry Gins,497,28466,Edinburgh Gin,6,750,18.0,27.0
1081700,DISTILLED SPIRITS SPECIALTY,384,76046,Midnight Moon Cranberry,6,750,11.5,17.25
1101100,AMERICAN ALCOHOL,101,27246,Artisan Grain Original Moonshine,6,750,12.67,19.01
1011500,STRAIGHT RYE WHISKIES,110,13730,Masterson's 10YR Straight Rye,6,750,39.42,59.13
1081700,DISTILLED SPIRITS SPECIALTY,384,76049,Midnight Moon 100prf,6,750,11.5,17.25
,,557,65788,Maraska Kruskovac,6,750,10.34,15.51
1701100,DECANTERS & SPECIALTY PACKAGES,338,4137,Barenjager Honey w/Bear Stein,6,750,14.92,22.38
1701100,DECANTERS & SPECIALTY PACKAGES,962,238,Forbidden Secret Coffee Pack,6,1500,11.62,17.43
1022300,Mezcal,223,88707,Mezcal Sacrificio Reposado,6,750,21.3,31.95
1081700,DISTILLED SPIRITS SPECIALTY,384,76049,Midnight Moon 100prf,6,750,11.0,16.5
1092100,,258,988073,Sullivans Cove Double Cask Single Malt HA,2,750,74.17,111.26
1091000,American Distilled Spirits Specialty,234,86639,Cherry Bomb Whiskey,12,750,13.5,20.25
1091100,American Distilled Spirit Specialty,481,77336,Silver Cloud Tennessee Sour Mash,6,750,13.0,19.5
1012300,IRISH WHISKIES,100,15724,Morrigan,12,750,14.09,21.89
1081700,DISTILLED SPIRITS SPECIALTY,101,27246,Artisan Grain Original Moonshine,6,750,12.67,19.01
1070000,Cocktails / RTD,285,56957,Bartenders Hot Sex,12,1000,5.28,7.92
1031000,American Vodka,163,37203,Outerspace Mini,1,1000,69.91,104.87
1062050,BARBADOS RUM,154,46939,Steel Drum,12,750,12.09,18.14
1062300,Aged Dark Rum,101,46008,Artisan Grain Gold Rum,6,750,14.67,22.01
1032000,Imported Vodka,239,35109,Russian Standard,12,750,10.0,15.0
1031000,American Vodka,273,37040,Ocean Organic Vodka,6,750,15.0,22.5
1701100,Temporary & Specialty Packages,163,100616,Schwartzhog w/Ginger Hog Glass,6,750,9.0,13.5
,,349,994873,Green Absinthe,6,375,35.0,52.5
1012300,IRISH WHISKIES,100,15724,Morrigan,12,750,15.59,23.39
1901200,Special Order Items,459,904921,1921 Tequila Blanco,6,750,23.5,35.25
1091100,American Distilled Spirit Specialty,481,77336,Sugarlands Silver Cloud Tennessee Sour Mash,6,750,13.0,19.5
1091200,Neutral Grain Spirits,540,938187,Treboles & Key Organic Vodka,3,750,100.0,150.0
1062300,Aged Dark Rum,235,942404,El Dorado 21YR Special Reserve Rum,6,750,64.54,96.81
1091100,American Distilled Spirit Specialty,569,974720,Casey Jones Distillery Peach Cut,6,750,17.0,25.5
1092100,Imported Distilled Spirit Specialty,334,49984,Ella Williams Pear,6,750,21.0,31.5
1901200,Special Order Items,460,903230,Strega Liquore,12,750,18.8,28.2
1901200,Special Order Items,239,904514,Russian Standard Imperia Vodka,6,750,20.0,30.0
1701100,Temporary & Specialty Packages,338,100560,Barenjaeger Honey Liqueur w/Stemmed Beer Glass,6,750,14.92,22.38
,,208,73206,Tim Smith's Climax Fire #32,6,750,17.5,26.25
1091000,American Distilled Spirits Specialty,208,27439,Tim Smith's Climax Moonshine,6,750,17.5,26.25
1022100,TEQUILA,114,904669,Aha Yeto Anejo Tequila,6,750,30.5,45.75
1022100,TEQUILA,369,903701,Scorpion Mezcal Silver,12,750,20.71,31.07
1022100,TEQUILA,192,89177,Casamigos Reposado,6,750,27.84,41.76
1022100,TEQUILA,369,904916,Scorpion Mezcal Reposado,12,750,22.66,33.99
1022100,TEQUILA,478,89885,Tres Agaves Anejo,6,750,20.17,30.26
1022100,TEQUILA,192,87280,Casamigos Blanco,6,750,26.84,40.26
1022100,TEQUILA,161,903450,Frida Kahlo Blanco Tequila,6,750,27.73,41.6
1022100,TEQUILA,478,87398,Cruz Del Sol Silver,6,750,25.17,37.76
1022100,TEQUILA,413,88582,Silvercoin,6,750,20.21,30.32
1022100,TEQUILA,478,88780,Tres Agaves Blanco,6,750,15.17,22.76
1022100,TEQUILA,478,901230,Tres Agaves Reposado,6,750,17.67,26.51
1022100,TEQUILA,969,989490,KAH Tequila Reposado,6,750,35.5,53.25
1022100,TEQUILA,478,89889,Tres Agaves Reposado,6,750,17.67,26.51
1022100,TEQUILA,209,89952,Wisconsin Club Gold Tequila,12,1000,2.44,5.49
1022100,TEQUILA,478,89085,Cruz Del Sol Reposado,6,750,27.17,40.76
1062200,White Rum,101,46019,Artisan Grain Silver,6,750,10.34,15.51
1062200,White Rum,513,43607,Commanders Silver Aged 1YR,6,750,5.31,7.97
1062200,White Rum,451,43426,Don Q Cristal Rum,12,750,6.5,9.75
1062200,White Rum,154,46939,Steel Drum,12,750,12.09,18.14
1062200,White Rum,207,46686,Paradise Island Bay,6,750,14.3,21.45
1062200,White Rum,513,43608,Commanders Silver Aged 1YR,6,1750,10.64,15.96
1062200,White Rum,451,43426,Don Q Cristal,12,750,6.5,9.75
1062200,White Rum,209,47009,Wisconsin Club White Rum,12,1000,4.25,6.38
1062200,White Rum,566,46290,Foundry Rum,12,375,6.66,9.99
1062310,SPICED RUM,207,46687,Paradise White Sand Rum,6,750,18.0,27.0
1062310,SPICED RUM,207,46685,Paradise Caribbean Mist Rum,6,750,16.2,24.3
1062310,SPICED RUM,478,42230,Sugar Island Spiced,12,750,10.0,15.0
1062310,SPICED RUM,110,42511,Kirk & Sweeney,6,750,22.09,33.14
1062310,SPICED RUM,207,46686,Paradise Island Bay Rum,6,750,14.3,21.45
1062310,SPICED RUM,207,46687,Paradise White Sand,6,750,18.0,27.0
1062310,SPICED RUM,207,46685,Paradise Caribbean Mist,6,750,16.2,24.3
1062310,SPICED RUM,207,46686,Paradise Island Bay,6,750,14.3,21.45
1062400,Spiced Rum,209,47002,Wisconsin Club Spiced Rum,6,1750,7.0,10.5
1062400,Spiced Rum,353,74936,Holy Hell,12,750,9.5,14.25
1062400,Spiced Rum,207,46685,Paradise Caribbean Mist,6,750,16.2,24.3
1062400,Spiced Rum,207,46687,Paradise White Sand,6,750,18.0,27.0
1062400,Spiced Rum,482,964529,Bumbu Rum,6,750,18.67,28.01
1062400,Spiced Rum,209,47001,Wisconsin Club Spiced Rum,12,1000,4.25,6.38
1062300,FLAVORED RUM,91,42566,Gosling's Black Seal,12,750,9.51,14.27
1062300,FLAVORED RUM,451,943435,Don Q Passion,12,750,6.41,9.62
1062300,FLAVORED RUM,451,904869,Don Q Mojito Rum,12,750,6.41,9.62
1062300,FLAVORED RUM,460,44266,British Navy Pusser's Rum,6,750,12.02,18.03
1062300,FLAVORED RUM,451,943451,Don Q Coconut,12,750,6.41,9.62
1062300,FLAVORED RUM,478,42233,Sugar Island Coconut,12,750,10.0,15.0
1062300,FLAVORED RUM,451,902917,Don Q Limon,12,750,6.42,9.63
1062300,FLAVORED RUM,977,46432,Holstein Coconut Rum,12,750,10.09,15.14
1062300,FLAVORED RUM,977,46430,Holstein,12,750,9.59,14.39
1062300,FLAVORED RUM,451,943458,Don Q Limon,12,1000,9.42,14.13
1062300,FLAVORED RUM,977,46434,Holstein Single Barrel Sippin' Rum,12,750,10.09,15.14
1062300,FLAVORED RUM,101,46019,Artisan Grain Silver,6,750,10.34,15.51
1062500,Flavored Rum,091,42566,Gosling's Black Seal,12,750,9.51,14.27
1062500,Flavored Rum,803,944650,Kirkland Signature Original Spiced Rum,6,1750,10.69,16.04
1062500,Flavored Rum,513,73338,Commanders Spiced Rum,6,1750,10.64,15.96
1062500,Flavored Rum,513,73337,Commanders Spiced Rum,6,750,5.31,7.97
1062500,Flavored Rum,415,901641,Koloa Hawaiian Kauai Coffee Rum,12,750,23.89,35.84
1062500,Flavored Rum,978,976892,Plantation Rum Original Dark Pineapple,6,750,16.5,24.75
1062500,Flavored Rum,207,76533,Paradise Distilling Raspberry Bay Liqueur,6,750,10.0,15.0
1062500,Flavored Rum,207,76529,Paradise Distilling Coconut Bay Liqueur,6,750,10.0,15.0
1062500,Flavored Rum,207,76531,Paradise Distilling Mango Bay Liqueur,6,750,10.0,15.0
1022100,Mixto Tequila,567,88947,Tequila Comisario Anejo,6,750,29.83,44.75
1022100,Mixto Tequila,567,88949,Tequila Comisario Reposado,6,750,22.83,34.25
1022100,Mixto Tequila,567,88949,Tequila Comisario Reposado,6,750,24.83,37.25
1022100,Mixto Tequila,567,87375,Tequila Comisario Blanco,6,750,19.33,29.0
1022100,Mixto Tequila,567,88947,Tequila Comisario Anejo,6,750,27.83,41.75
1022100,Mixto Tequila,567,87375,Tequila Comisario Blanco,6,750,21.33,32.0
1022100,Mixto Tequila,516,64507,Tequila Brezon Orange,12,750,9.99,14.99
1081200,CREAM LIQUEURS,10,80034,Brown Jug Bourbon Cream,6,750,11.0,16.5
1081200,CREAM LIQUEURS,451,80296,Kringle Cream,6,750,12.5,18.75
1081200,CREAM LIQUEURS,216,80447,Rumcoqui,6,750,10.0,15.0
1081200,CREAM LIQUEURS,962,80143,Forbidden Secret Dark Mocha,6,750,11.79,17.69
1081200,CREAM LIQUEURS,363,903255,Amarula Fruit Cream Liqueur,12,750,11.96,17.94
1081200,CREAM LIQUEURS,109,904611,1921 Tequila Cream,6,750,19.0,28.5
1081200,CREAM LIQUEURS,10,80060,Cinnabon Cinnamon,6,750,10.66,15.99
1081200,CREAM LIQUEURS,459,904611,1921 Tequila Cream,6,750,19.0,28.5
1081200,CREAM LIQUEURS,452,80498,Whisper Creek Tennessee Sipping Cream,6,750,12.25,18.38
1081200,CREAM LIQUEURS,962,80159,Forbidden Secret White Chocolate,6,750,11.62,17.43
1071100,Cocktails /RTD,308,77545,Tooters Apple-Tini Mini,12,375,6.0,9.0
1071100,Cocktails /RTD,308,72364,Tooters Bahama Mama,12,375,6.0,9.0
1071100,Cocktails /RTD,285,56958,Bartenders Hot Sex,6,1750,9.31,13.97
1071100,Cocktails /RTD,285,56957,Bartenders Hot Sex,12,1000,5.28,7.92
1071100,Cocktails /RTD,308,72448,Tooters Blu-Dacious Kamikazi Mini,12,375,6.0,9.0
1071100,Cocktails /RTD,308,71529,Tooters Ala Bama Slama,12,375,6.0,9.0
1071100,Cocktails /RTD,308,77824,Tooters Mellon Ball,12,375,6.0,9.0
1071100,Cocktails /RTD,308,77905,Tooters Red Hot Ink,6,375,6.0,9.0
1071100,Cocktails /RTD,548,75856,Lombardi Limonata Red Raspberry Lemonade,12,750,5.5,8.25
1071100,Cocktails /RTD,559,57276,Blondies Strawberry Lemonade,12,750,7.5,11.25
1071100,Cocktails /RTD,559,57274,Blondies Lemonade,12,750,7.5,11.25
1071100,Cocktails /RTD,513,58758,Commanders Long Island Ice Tea,6,1750,7.44,11.16
1071100,Cocktails /RTD,112,63812,TGIFridays Ultimate Mudslide,6,1750,7.52,11.28
1071100,Cocktails /RTD,112,63752,TGIFridays Classic Margarita,6,1750,7.52,11.28
1071100,Cocktails /RTD,548,75854,Lombardi Limonata,12,750,5.5,8.25
1081200,Cream Liqueurs,803,962095,Kirkland Signature Spiced Rum Egg Nog,6,1750,7.47,11.21
1081200,Cream Liqueurs,216,80447,Rumcoqui,6,750,10.0,15.0
1081200,Cream Liqueurs,451,80296,Kringle Cream,6,750,12.5,18.75
1081200,Cream Liqueurs,217,989291,Kirkland Signature Irish Cream,6,1750,10.99,16.49
1081200,Cream Liqueurs,363,67866,Amarula Cream Liqueur,12,750,11.09,16.64
1081200,Cream Liqueurs,010,80060,Cinnabon Cinnamon,6,750,10.66,15.99
1081200,Cream Liqueurs,010,80034,Brown Jug Bourbon Cream,6,750,11.0,16.5
1081200,Cream Liqueurs,338,66015,Mozart Chocolate Cream Liqueur,6,750,15.0,22.5
1081200,Cream Liqueurs,130,68526,Irishman Cream Liqueur,12,750,8.52,12.78
1081200,Cream Liqueurs,338,66015,Mozart Chocolate Cream Liqueur,6,750,14.5,21.75
1081200,Cream Liqueurs,285,80421,Pennsylvania Dutch Pumpkin Cream,12,750,5.04,7.56
1032080,IMPORTED VODKA,100,36232,La Collection $100 Banknote,6,200,14.0,21.0
1032080,IMPORTED VODKA,460,904568,Rue 33 French Vodka,6,1750,16.66,24.99
1032080,IMPORTED VODKA,100,36443,La Collection $100 Banknote,6,200,14.0,21.0
1032080,IMPORTED VODKA,293,965264,Jinro Soju,12,750,7.25,10.88
1032080,IMPORTED VODKA,978,903880,Luksusowa Potato Vodka,12,750,7.46,11.19
1032080,IMPORTED VODKA,267,35213,Sobieski Vodka,6,1750,10.99,16.49
1032080,IMPORTED VODKA,239,35109,Russian Standard Original Vodka,12,750,10.0,15.0
1032080,IMPORTED VODKA,267,34690,Sobieski Vodka,12,750,6.5,9.75
1032080,IMPORTED VODKA,239,35109,Russian Standard,12,750,10.0,15.0
1032080,IMPORTED VODKA,390,34678,Quadro Russian Vodka,12,750,16.4,24.6
1032080,IMPORTED VODKA,487,901719,Petergoff Vodka,12,750,5.75,8.63
1032080,IMPORTED VODKA,962,36406,Medea,12,750,18.84,28.26
1032080,IMPORTED VODKA,33,903525,Jewel Of Russia Classic,12,1000,26.0,39.0
1032080,IMPORTED VODKA,100,36233,La Collection Santa Claus,6,1000,26.84,40.26
1032080,IMPORTED VODKA,100,36053,La Collection Shoe,6,375,18.84,28.26
1032080,IMPORTED VODKA,100,36344,La Collection Tiger,6,375,18.67,28.01
1032080,IMPORTED VODKA,100,75288,La Collection Viking Ship,4,750,31.25,46.88
1032080,IMPORTED VODKA,100,36059,La Collection Fish,6,375,18.84,28.26
1032080,IMPORTED VODKA,390,34678,Quadro Russian Vodka,12,750,15.4,23.6
1032080,IMPORTED VODKA,100,34381,La Collection Musician,6,750,25.0,37.5
1032080,IMPORTED VODKA,100,66070,Old Barrel,6,750,14.5,22.75
1032080,IMPORTED VODKA,100,36235,La Collection Race Car,6,1000,27.0,40.5
1032080,IMPORTED VODKA,962,36406,Medea Vodka,12,750,18.84,28.26
1012400,Irish Whiskies,217,994950,Kirkland Signature Irish Whiskey,6,1750,21.63,32.45
1012400,Irish Whiskies,495,915892,The Pogues Irish Whiskey,6,750,20.8,31.2
1012400,Irish Whiskies,130,915617,The Irishman Founder's Reserve Irish Whiskey,6,750,17.54,26.31
1012400,Irish Whiskies,495,915904,West Cork Glengarriff Series Bog Oak Charred Irish Whiskey,6,750,22.0,33.0
1012400,Irish Whiskies,130,915933,Writers Tears Copper Pot Irish Whiskey,6,750,20.04,30.06
1012400,Irish Whiskies,294,915590,Drunken Sailor Irish Whiskey  6/750ml  80P,6,750,15.0,22.5
1012400,Irish Whiskies,130,15616,Irishman Single Malt,6,750,25.05,37.58
1012400,Irish Whiskies,091,15560,Clontarf 1014 Classic Blend,6,750,9.99,14.99
1012400,Irish Whiskies,130,15933,Writers Tears Copper Pot,6,750,20.04,30.06
1031080,VODKA 80 PROOF,301,38176,Titos Vodka,12,750,9.65,14.48
1031080,VODKA 80 PROOF,195,38056,Swell Vodka,12,750,6.0,9.0
1031080,VODKA 80 PROOF,301,38178,Titos Handmade Vodka,6,1750,18.52,27.78
1031080,VODKA 80 PROOF,301,38177,Titos Handmade Vodka,12,1000,11.92,17.88
1031080,VODKA 80 PROOF,154,36447,Ingenioz,12,750,12.54,18.81
1031080,VODKA 80 PROOF,301,38174,Titos Handmade Vodka,12,375,5.42,8.13
1031080,VODKA 80 PROOF,301,38180,Titos Handmade Mini,5,600,12.8,19.2
1031080,VODKA 80 PROOF,122,36288,Cooper's Chase Vodka,12,750,10.34,15.51
1031080,VODKA 80 PROOF,195,38058,Swell Vodka,12,1000,7.18,10.77
1031080,VODKA 80 PROOF,107,36229,Blaum Bros. Vodka,6,750,14.0,21.0
1031080,VODKA 80 PROOF,154,38046,Swell Zone Vodka,12,750,11.49,17.24
1031080,VODKA 80 PROOF,478,36896,Menage a Trois,12,750,12.5,18.75
1031080,VODKA 80 PROOF,192,71731,American Harvest Organic Spirit,6,750,13.04,19.56
1031080,VODKA 80 PROOF,163,37204,Outerspace,6,750,15.0,22.5
1031080,VODKA 80 PROOF,163,37204,Outerspace Vodka,6,750,15.0,22.5
1031080,VODKA 80 PROOF,311,938200,TRU Vodka,6,750,19.17,28.76
1031080,VODKA 80 PROOF,209,38581,Wisconsin Club,6,1750,6.58,9.87
1031080,VODKA 80 PROOF,209,38581,Wisconsin Club Vodka,6,1750,6.58,9.87
1031080,VODKA 80 PROOF,315,38026,Soldier Valley Vodka,6,750,14.17,21.26
1031080,VODKA 80 PROOF,163,37203,Outerspace Vodka Mini,1,1000,69.91,104.87
1031080,VODKA 80 PROOF,209,38580,Wisconsin Club,12,1000,3.91,5.87
1031080,VODKA 80 PROOF,122,36287,Cooper's Chase Vodka Mini,8,600,7.46,11.19
1031080,VODKA 80 PROOF,111,37742,Salute American Vodka,12,750,10.0,15.0
1031080,VODKA 80 PROOF,971,35981,44 North Magic Valley,12,750,14.25,21.38
1031080,VODKA 80 PROOF,971,35981,44 North Magic Valley,12,750,12.25,19.38
1031080,VODKA 80 PROOF,163,37203,Outerspace Mini,1,1000,69.91,104.87
1031200,VODKA FLAVORED,107,74664,HellFyre,6,750,14.0,21.0
1031200,VODKA FLAVORED,971,938115,Teton Glacier Potato Vodka,12,750,8.91,13.37
1031200,VODKA FLAVORED,394,35527,Bakon Vodka,6,750,15.0,22.5
1031200,VODKA FLAVORED,971,41474,44 North Huckleberry,12,750,14.25,21.38
1031200,VODKA FLAVORED,394,39946,Bakon Rosemary Vodka,6,750,14.99,22.49
1031200,VODKA FLAVORED,478,40107,Menage a Trois Citrus,12,750,12.5,18.75
1031200,VODKA FLAVORED,478,40105,Menage a Trois Berry,12,750,12.5,18.75
1031100,100 PROOF VODKA,301,38176,Titos Vodka,12,750,9.65,14.48
1031100,100 PROOF VODKA,301,38178,Titos Handmade Vodka,6,1750,18.52,27.78
1031100,100 PROOF VODKA,301,38177,Titos Handmade Vodka,12,1000,11.92,17.88
1031100,100 PROOF VODKA,301,38174,Titos Handmade Vodka,12,375,5.42,8.13
1031100,100 PROOF VODKA,301,38180,Titos Handmade Mini,5,600,12.8,19.2
1031100,100 PROOF VODKA,107,36229,Blaum Bros. Vodka,6,750,14.0,21.0
1031100,100 PROOF VODKA,122,36288,Cooper's Chase Vodka,12,750,10.34,15.51
1031100,American Vodkas,301,38176,Titos Handmade Vodka,12,750,9.64,14.46
1031100,American Vodkas,301,38177,Titos Handmade Vodka,12,1000,12.67,19.01
1031100,American Vodkas,301,38179,Titos Handmade Vodka,24,200,3.49,5.24
1031100,American Vodkas,521,38507,Western Son Original Vodka,12,750,9.01,13.52
1031100,American Vodkas,301,38178,Titos Handmade Vodka,6,1750,19.0,28.5
1031100,American Vodkas,301,38180,Titos Handmade Mini,5,600,12.8,19.2
1031100,American Vodkas,803,936600,Kirkland Signature American Vodka,6,1750,8.93,13.4
1031100,American Vodkas,195,38058,Swell Vodka,12,1000,7.18,10.77
1031100,American Vodkas,209,38581,Wisconsin Club Vodka,6,1750,6.5,9.75
1031100,American Vodkas,521,38504,Western Son Original Vodka Mini,6,50,4.83,7.25
1031100,American Vodkas,154,38046,Swell Zone Vodka,12,750,9.44,14.16
1031100,American Vodkas,195,38056,Swell Vodka,12,750,6.0,9.0
1031100,American Vodkas,301,38174,Titos Handmade Vodka,12,375,5.42,8.13
1031100,American Vodkas,566,36878,Foundry Vodka,6,750,7.93,11.9
1031100,American Vodkas,209,38581,Wisconsin Club,6,1750,6.5,9.75
1031100,American Vodkas,325,37020,North 40 Vodka,6,750,14.0,21.0
1031100,American Vodkas,301,38178,Titos Handmade Vodka,6,1750,18.51,27.77
1031100,American Vodkas,506,37710,SD Strong Vodka,12,750,11.67,17.51
1031100,American Vodkas,301,38176,Titos Vodka,12,750,9.64,14.46
1031100,American Vodkas,301,38177,Titos Handmade Vodka,12,1000,12.17,18.26
1031100,American Vodkas,163,37204,Outerspace,6,750,15.0,22.5
1031100,American Vodkas,519,36673,Colorado High Vodka,12,750,11.0,16.5
1031100,American Vodkas,402,36447,Ingenioz,12,750,12.54,18.81
1031100,American Vodkas,399,942136,Rogue Ales Single Malt Vodka,6,750,19.21,28.82
1031100,American Vodkas,402,36535,Ingenioz Vodka Mini,1,3000,60.0,90.0
1031100,American Vodkas,273,37040,Ocean Organic Vodka,6,750,15.0,22.5
1031100,American Vodkas,195,100083,SWELL Vodka - Mary Me Bloody Mary Pack,6,750,12.38,18.57
1031100,American Vodkas,107,36229,Blaum Bros. Vodka,6,750,16.0,24.0
1031100,American Vodkas,512,936551,District Made Vodka,6,750,16.0,24.0
1031100,American Vodkas,442,36760,JJ O'Connell Vodka,12,750,13.32,19.98
1031100,American Vodkas,116,36723,Iowa Legendary Rye Vodka,6,750,19.5,29.25
1031100,American Vodkas,163,37203,Outerspace Mini,3,1000,69.91,104.87
1031100,American Vodkas,234,37436,Portland Potato Vodka,12,750,9.59,14.39
1031100,American Vodkas,521,38504,Western Son Original Mini,6,500,4.83,7.25
1031100,American Vodkas,313,41156,Cold River Blueberry,6,750,23.32,34.98
1031100,American Vodkas,209,38580,Wisconsin Club,12,1000,3.75,5.63
1031100,American Vodkas,209,38580,Wisconsin Club Vodka,12,1000,3.75,5.63
1031100,American Vodkas,552,39629,Duffys Run Vodka,6,750,13.5,20.25
1031100,American Vodkas,442,36760,JJ O'Connell Vodka,12,750,10.02,15.03
1031100,American Vodkas,521,38507,Western Son Original,12,750,9.01,13.52
1032100,Imported Vodkas,267,35213,Sobieski,6,1750,10.99,16.49
1032100,Imported Vodkas,267,34505,Sobieski,12,1000,7.0,10.5
1032100,Imported Vodkas,239,35427,Russian Standard Platinum Vodka,12,750,12.5,18.75
